ID,Category,Type,Gender,Season,Occasion,Material,Color,Price Range,Age Group,Sleeve Length,Fit Type,Pattern,Brand
703,Western,Formal Suit,Men,Monsoon,Party,Silk,Green,Low,Kids,Sleeveless,Regular Fit,Printed,Levi's
704,Traditional,Salwar Kameez,Women,Summer,Office,Silk,Red,Medium,Seniors,Sleeveless,Slim Fit,Checked,Zara
705,Western,Formal Suit,Men,Monsoon,Party,Polyester,Black,High,Kids,Sleeveless,Loose Fit,Striped,Local
706,Traditional,Lehenga,Women,Monsoon,Wedding,Cotton,Pink,High,Teens,Half,Slim Fit,Printed,Nike
707,Western,Formal Suit,Men,Winter,Party,Denim,Red,Medium,Adults,Full,Slim Fit,Printed,H&M
708,Traditional,Sherwani,Men,Summer,Festive,Cotton,Grey,Medium,Kids,Sleeveless,Slim Fit,Checked,Adidas
709,Seasonal,Raincoat,Unisex,Winter,Travel,Silk,White,Medium,Kids,Half,Slim Fit,Embroidered,Local
710,Traditional,Kurta Pajama,Men,Monsoon,Casual,Denim,Green,High,Seniors,Half,Slim Fit,Solid,H&M
711,Seasonal,Raincoat,Unisex,All,Travel,Polyester,Yellow,Low,Adults,Half,Regular Fit,Checked,Levi's
712,Western,Jeans,Unisex,Summer,Casual,Wool,Pink,Medium,Teens,Sleeveless,Loose Fit,Printed,Zara
713,Western,Shirt,Men,Winter,Office,Linen,Red,High,Kids,Sleeveless,Slim Fit,Striped,Local
714,Seasonal,Hoodie,Unisex,Monsoon,Casual,Denim,Green,Low,Kids,Sleeveless,Slim Fit,Printed,H&M
715,Western,Formal Suit,Men,Summer,Party,Denim,Yellow,Medium,Adults,Sleeveless,Regular Fit,Printed,H&M
716,Western,Formal Suit,Men,Winter,Party,Polyester,Yellow,Medium,Adults,Sleeveless,Loose Fit,Printed,Nike
717,Traditional,Kurti,Women,Winter,Festive,Nylon,Black,Low,Kids,Half,Loose Fit,Solid,Levi's
718,Western,Jeans,Unisex,Monsoon,Casual,Cotton,Black,High,Seniors,Sleeveless,Slim Fit,Printed,Nike
719,Traditional,Lehenga,Women,Summer,Wedding,Polyester,Grey,Low,Kids,Full,Regular Fit,Printed,H&M
720,Western,Formal Suit,Men,Monsoon,Party,Wool,Yellow,Medium,Kids,Sleeveless,Loose Fit,Striped,Levi's
721,Western,Shirt,Men,Monsoon,Office,Nylon,White,Low,Kids,Half,Loose Fit,Striped,Local
722,Traditional,Salwar Kameez,Women,Monsoon,Office,Denim,Red,Medium,Teens,Full,Regular Fit,Striped,H&M
723,Western,Formal Suit,Men,Summer,Party,Wool,Yellow,High,Kids,Sleeveless,Slim Fit,Embroidered,Nike
724,Western,Formal Suit,Men,Winter,Party,Nylon,Grey,Low,Adults,Full,Slim Fit,Printed,Levi's
725,Traditional,Kurta Pajama,Men,Summer,Casual,Silk,Red,High,Seniors,Full,Loose Fit,Embroidered,Adidas
726,Western,Formal Suit,Men,Monsoon,Party,Nylon,Pink,Medium,Teens,Full,Regular Fit,Embroidered,FabIndia
727,Seasonal,Raincoat,Unisex,Monsoon,Travel,Cotton,Blue,Medium,Adults,Sleeveless,Loose Fit,Solid,Local
728,Traditional,Sherwani,Men,Winter,Festive,Polyester,Yellow,Medium,Adults,Half,Slim Fit,Striped,FabIndia
729,Western,Shirt,Men,Monsoon,Office,Nylon,Yellow,Low,Seniors,Full,Slim Fit,Printed,Zara
730,Seasonal,Raincoat,Unisex,Monsoon,Travel,Silk,White,Low,Adults,Sleeveless,Loose Fit,Embroidered,Zara
731,Seasonal,Hoodie,Unisex,Monsoon,Casual,Silk,White,Medium,Seniors,Half,Loose Fit,Striped,Nike
732,Seasonal,Hoodie,Unisex,Winter,Casual,Silk,Yellow,High,Seniors,Half,Slim Fit,Checked,Zara
733,Seasonal,Hoodie,Unisex,Summer,Casual,Nylon,Red,Medium,Adults,Half,Slim Fit,Striped,Zara
734,Seasonal,Raincoat,Unisex,All,Travel,Nylon,Blue,High,Teens,Full,Regular Fit,Striped,Levi's
735,Traditional,Salwar Kameez,Women,Summer,Office,Linen,Grey,Low,Adults,Sleeveless,Loose Fit,Solid,FabIndia
736,Traditional,Kurta Pajama,Men,Monsoon,Casual,Linen,Green,Low,Kids,Half,Regular Fit,Checked,Zara
737,Traditional,Saree,Women,Summer,Festive,Cotton,Black,Low,Teens,Full,Regular Fit,Embroidered,H&M
738,Traditional,Salwar Kameez,Women,Winter,Office,Linen,Black,Low,Kids,Full,Regular Fit,Striped,Nike
739,Traditional,Lehenga,Women,Winter,Wedding,Denim,White,Low,Adults,Half,Regular Fit,Embroidered,FabIndia
740,Traditional,Salwar Kameez,Women,Winter,Office,Linen,Green,Low,Kids,Full,Regular Fit,Printed,FabIndia
741,Traditional,Kurti,Women,Winter,Festive,Cotton,Blue,Low,Seniors,Full,Slim Fit,Striped,Levi's
742,Traditional,Salwar Kameez,Women,Summer,Office,Linen,Yellow,Low,Teens,Sleeveless,Loose Fit,Checked,FabIndia
743,Western,Formal Suit,Men,Summer,Party,Denim,Green,High,Teens,Sleeveless,Loose Fit,Solid,Zara
744,Traditional,Kurta Pajama,Men,Winter,Casual,Cotton,Yellow,Medium,Seniors,Half,Slim Fit,Embroidered,Adidas
745,Traditional,Sherwani,Men,Monsoon,Festive,Linen,Black,Low,Teens,Half,Regular Fit,Embroidered,Levi's
746,Western,T-Shirt,Men,Winter,Casual,Nylon,Red,Low,Adults,Sleeveless,Slim Fit,Embroidered,FabIndia
747,Traditional,Sherwani,Men,Summer,Festive,Denim,Yellow,High,Adults,Half,Loose Fit,Striped,Zara
748,Western,Shirt,Men,Winter,Office,Polyester,Red,Low,Kids,Half,Regular Fit,Solid,H&M
749,Traditional,Saree,Women,Monsoon,Festive,Nylon,Black,Low,Kids,Sleeveless,Slim Fit,Solid,Levi's
750,Traditional,Kurta Pajama,Men,Winter,Casual,Silk,Black,High,Teens,Half,Loose Fit,Embroidered,Local
751,Western,Formal Suit,Men,Winter,Party,Cotton,Red,Medium,Teens,Sleeveless,Slim Fit,Checked,H&M
752,Western,Jeans,Unisex,All,Casual,Wool,Red,High,Kids,Half,Slim Fit,Embroidered,Levi's
753,Western,Shirt,Men,Monsoon,Office,Linen,Pink,High,Teens,Half,Loose Fit,Printed,Adidas
754,Traditional,Lehenga,Women,Summer,Wedding,Nylon,Green,Medium,Teens,Sleeveless,Loose Fit,Embroidered,Nike
755,Western,Jeans,Unisex,Monsoon,Casual,Linen,Black,Medium,Kids,Half,Slim Fit,Striped,Nike
756,Western,Shirt,Men,Monsoon,Office,Denim,Blue,Medium,Seniors,Full,Slim Fit,Striped,Levi's
757,Western,Jeans,Unisex,Monsoon,Casual,Polyester,Pink,Medium,Seniors,Sleeveless,Loose Fit,Checked,H&M
758,Western,Formal Suit,Men,Monsoon,Party,Nylon,White,Medium,Adults,Full,Loose Fit,Checked,Levi's
759,Western,Formal Suit,Men,All,Party,Silk,Green,Medium,Kids,Sleeveless,Slim Fit,Checked,Local
760,Traditional,Salwar Kameez,Women,Winter,Office,Denim,Black,High,Teens,Full,Slim Fit,Solid,Levi's
761,Seasonal,Raincoat,Unisex,All,Travel,Nylon,Grey,Medium,Teens,Sleeveless,Loose Fit,Striped,Zara
762,Traditional,Lehenga,Women,Winter,Wedding,Cotton,Blue,High,Teens,Sleeveless,Regular Fit,Solid,H&M
763,Western,Shirt,Men,Winter,Office,Wool,White,Medium,Adults,Sleeveless,Slim Fit,Checked,H&M
764,Seasonal,Hoodie,Unisex,Summer,Casual,Wool,Red,Medium,Kids,Sleeveless,Slim Fit,Checked,FabIndia
765,Seasonal,Hoodie,Unisex,Summer,Casual,Nylon,Red,Low,Teens,Sleeveless,Slim Fit,Printed,Nike
766,Western,T-Shirt,Men,Summer,Casual,Cotton,Blue,Medium,Seniors,Full,Loose Fit,Checked,Adidas
767,Western,Shirt,Men,Monsoon,Office,Linen,Red,Low,Teens,Sleeveless,Regular Fit,Striped,Nike
768,Seasonal,Hoodie,Unisex,All,Casual,Cotton,Black,High,Seniors,Half,Regular Fit,Printed,FabIndia
769,Western,T-Shirt,Men,Winter,Casual,Nylon,Blue,Low,Kids,Full,Slim Fit,Checked,H&M
770,Western,T-Shirt,Men,All,Casual,Linen,Grey,Low,Seniors,Sleeveless,Regular Fit,Printed,FabIndia
771,Western,T-Shirt,Men,Monsoon,Casual,Cotton,Black,Low,Kids,Full,Slim Fit,Checked,Local
772,Traditional,Lehenga,Women,Monsoon,Wedding,Wool,Pink,Low,Seniors,Half,Loose Fit,Checked,Levi's
773,Traditional,Sherwani,Men,Monsoon,Festive,Denim,Black,High,Kids,Sleeveless,Loose Fit,Striped,FabIndia
774,Traditional,Lehenga,Women,Winter,Wedding,Nylon,White,High,Kids,Full,Loose Fit,Solid,Levi's
775,Western,Shirt,Men,Summer,Office,Linen,Red,Medium,Seniors,Sleeveless,Regular Fit,Printed,H&M
776,Western,Formal Suit,Men,Summer,Party,Linen,Grey,Low,Seniors,Half,Slim Fit,Solid,FabIndia
777,Western,Shirt,Men,Winter,Office,Nylon,Red,Low,Kids,Half,Slim Fit,Striped,Levi's
778,Traditional,Salwar Kameez,Women,Winter,Office,Wool,Blue,High,Teens,Full,Loose Fit,Checked,Local
779,Traditional,Lehenga,Women,Monsoon,Wedding,Nylon,Green,High,Kids,Full,Slim Fit,Checked,Adidas
780,Traditional,Saree,Women,All,Festive,Linen,Blue,Medium,Kids,Half,Loose Fit,Solid,Nike
781,Traditional,Kurta Pajama,Men,Monsoon,Casual,Wool,White,Medium,Kids,Full,Loose Fit,Checked,FabIndia
782,Western,T-Shirt,Men,Monsoon,Casual,Silk,White,Medium,Adults,Full,Slim Fit,Striped,Levi's
783,Traditional,Sherwani,Men,Monsoon,Festive,Linen,Grey,Low,Teens,Half,Loose Fit,Checked,Levi's
784,Seasonal,Hoodie,Unisex,Summer,Casual,Denim,Black,High,Teens,Half,Regular Fit,Solid,Adidas
785,Western,Formal Suit,Men,Winter,Party,Linen,White,Medium,Adults,Sleeveless,Slim Fit,Checked,Zara
786,Western,Shirt,Men,Summer,Office,Cotton,Red,Low,Kids,Full,Slim Fit,Solid,H&M
787,Western,T-Shirt,Men,Monsoon,Casual,Denim,Pink,Medium,Adults,Full,Regular Fit,Printed,Adidas
788,Traditional,Salwar Kameez,Women,Summer,Office,Polyester,Blue,Low,Kids,Sleeveless,Loose Fit,Embroidered,Zara
789,Western,Formal Suit,Men,Monsoon,Party,Denim,Green,High,Seniors,Full,Slim Fit,Printed,Zara
790,Seasonal,Hoodie,Unisex,Monsoon,Casual,Linen,Black,Low,Seniors,Half,Regular Fit,Checked,Nike
791,Traditional,Lehenga,Women,Monsoon,Wedding,Wool,Green,Low,Teens,Sleeveless,Loose Fit,Solid,H&M
792,Traditional,Saree,Women,Monsoon,Festive,Polyester,Green,High,Kids,Full,Slim Fit,Striped,FabIndia
793,Traditional,Salwar Kameez,Women,Summer,Office,Wool,Pink,Low,Teens,Full,Loose Fit,Solid,H&M
794,Traditional,Salwar Kameez,Women,Summer,Office,Polyester,White,Low,Kids,Half,Slim Fit,Embroidered,FabIndia
795,Western,T-Shirt,Men,Monsoon,Casual,Cotton,Red,High,Seniors,Sleeveless,Regular Fit,Striped,Levi's
796,Seasonal,Jacket,Unisex,Summer,Travel,Denim,Pink,High,Adults,Half,Regular Fit,Solid,Zara
797,Traditional,Sherwani,Men,All,Festive,Nylon,Green,High,Seniors,Half,Regular Fit,Printed,Adidas
798,Traditional,Lehenga,Women,Winter,Wedding,Silk,Yellow,Low,Seniors,Half,Slim Fit,Checked,Adidas
799,Traditional,Kurta Pajama,Men,Summer,Casual,Silk,Yellow,Low,Seniors,Full,Regular Fit,Striped,Levi's
800,Seasonal,Jacket,Unisex,Winter,Travel,Cotton,Green,High,Kids,Sleeveless,Loose Fit,Printed,Levi's
801,Western,Formal Suit,Men,Monsoon,Party,Linen,Red,Medium,Adults,Half,Slim Fit,Checked,Nike
802,Traditional,Sherwani,Men,All,Festive,Silk,Pink,Medium,Kids,Half,Slim Fit,Checked,H&M
803,Traditional,Saree,Women,Monsoon,Festive,Wool,White,Medium,Seniors,Full,Regular Fit,Printed,H&M
804,Traditional,Saree,Women,All,Festive,Denim,Blue,High,Seniors,Full,Regular Fit,Striped,Nike
805,Western,Shirt,Men,Winter,Office,Wool,White,High,Seniors,Sleeveless,Regular Fit,Striped,FabIndia
806,Traditional,Salwar Kameez,Women,Monsoon,Office,Linen,Black,Low,Seniors,Full,Regular Fit,Embroidered,Zara
807,Seasonal,Hoodie,Unisex,Summer,Casual,Polyester,Red,Medium,Teens,Sleeveless,Slim Fit,Solid,Nike
808,Traditional,Sherwani,Men,Winter,Festive,Nylon,Pink,Medium,Kids,Sleeveless,Slim Fit,Solid,Local
809,Traditional,Salwar Kameez,Women,Winter,Office,Nylon,Pink,Low,Seniors,Full,Regular Fit,Embroidered,H&M
810,Traditional,Kurti,Women,Monsoon,Festive,Cotton,Yellow,High,Adults,Full,Regular Fit,Printed,Levi's
811,Traditional,Salwar Kameez,Women,All,Office,Nylon,Black,High,Kids,Half,Slim Fit,Embroidered,Adidas
812,Seasonal,Raincoat,Unisex,Winter,Travel,Cotton,Green,Medium,Adults,Full,Slim Fit,Embroidered,Nike
813,Traditional,Kurti,Women,All,Festive,Silk,Grey,Medium,Kids,Sleeveless,Regular Fit,Printed,Adidas
814,Seasonal,Hoodie,Unisex,Summer,Casual,Nylon,White,Medium,Seniors,Half,Loose Fit,Striped,Levi's
815,Traditional,Kurta Pajama,Men,Summer,Casual,Wool,Black,Low,Teens,Half,Loose Fit,Checked,FabIndia
816,Seasonal,Raincoat,Unisex,All,Travel,Linen,Yellow,Medium,Teens,Half,Regular Fit,Striped,Local
817,Western,Shirt,Men,All,Office,Cotton,Black,High,Teens,Half,Regular Fit,Solid,H&M
818,Western,T-Shirt,Men,Summer,Casual,Nylon,Black,High,Kids,Half,Loose Fit,Solid,Local
819,Traditional,Kurti,Women,Monsoon,Festive,Wool,Pink,High,Seniors,Half,Loose Fit,Printed,Zara
820,Seasonal,Hoodie,Unisex,Summer,Casual,Nylon,Blue,Low,Kids,Sleeveless,Slim Fit,Striped,Local
821,Western,Shirt,Men,All,Office,Linen,Green,Medium,Seniors,Half,Loose Fit,Embroidered,Levi's
822,Traditional,Kurti,Women,Summer,Festive,Silk,Pink,Low,Adults,Sleeveless,Regular Fit,Printed,Local
823,Traditional,Lehenga,Women,Winter,Wedding,Linen,Black,High,Seniors,Sleeveless,Loose Fit,Striped,Nike
824,Seasonal,Hoodie,Unisex,Winter,Casual,Silk,Yellow,Medium,Adults,Full,Slim Fit,Embroidered,Local
825,Traditional,Saree,Women,All,Festive,Polyester,Grey,High,Seniors,Full,Loose Fit,Striped,FabIndia
826,Traditional,Kurti,Women,All,Festive,Cotton,Grey,Medium,Adults,Full,Slim Fit,Solid,H&M
827,Seasonal,Jacket,Unisex,All,Travel,Denim,Black,Low,Teens,Full,Loose Fit,Printed,Local
828,Traditional,Sherwani,Men,Monsoon,Festive,Polyester,Grey,Low,Adults,Half,Slim Fit,Checked,Levi's
829,Traditional,Kurti,Women,Summer,Festive,Denim,Pink,Medium,Seniors,Sleeveless,Slim Fit,Printed,H&M
830,Western,Shirt,Men,Monsoon,Office,Cotton,Grey,Medium,Seniors,Half,Regular Fit,Striped,Levi's
831,Western,Shirt,Men,Summer,Office,Wool,Black,Low,Seniors,Sleeveless,Regular Fit,Solid,Nike
832,Western,Jeans,Unisex,Monsoon,Casual,Silk,Yellow,Medium,Kids,Half,Regular Fit,Striped,Levi's
833,Traditional,Lehenga,Women,Winter,Wedding,Cotton,White,High,Adults,Half,Regular Fit,Printed,Levi's
834,Western,T-Shirt,Men,All,Casual,Polyester,White,High,Teens,Sleeveless,Regular Fit,Solid,Nike
835,Western,Jeans,Unisex,Summer,Casual,Polyester,Blue,Medium,Adults,Full,Slim Fit,Striped,H&M
836,Western,Jeans,Unisex,Summer,Casual,Linen,White,Low,Adults,Half,Slim Fit,Solid,H&M
837,Traditional,Kurta Pajama,Men,Summer,Casual,Linen,Grey,High,Teens,Half,Regular Fit,Solid,Adidas
838,Seasonal,Hoodie,Unisex,Monsoon,Casual,Wool,Yellow,High,Seniors,Half,Loose Fit,Embroidered,H&M
839,Traditional,Kurta Pajama,Men,Summer,Casual,Silk,Green,Medium,Adults,Sleeveless,Slim Fit,Checked,Zara
840,Seasonal,Raincoat,Unisex,Winter,Travel,Denim,Grey,Medium,Kids,Half,Regular Fit,Embroidered,FabIndia
841,Traditional,Salwar Kameez,Women,Monsoon,Office,Nylon,Grey,High,Kids,Full,Loose Fit,Embroidered,Zara
842,Seasonal,Raincoat,Unisex,Winter,Travel,Wool,Grey,Medium,Adults,Full,Regular Fit,Solid,Zara
843,Western,Formal Suit,Men,Winter,Party,Wool,Green,High,Teens,Half,Slim Fit,Printed,FabIndia
844,Traditional,Lehenga,Women,Monsoon,Wedding,Cotton,Blue,High,Teens,Half,Loose Fit,Solid,Adidas
845,Traditional,Saree,Women,All,Festive,Wool,White,Medium,Seniors,Full,Loose Fit,Solid,Levi's
846,Seasonal,Raincoat,Unisex,Monsoon,Travel,Wool,Black,High,Kids,Full,Loose Fit,Printed,Local
847,Traditional,Salwar Kameez,Women,Monsoon,Office,Linen,Red,Medium,Teens,Sleeveless,Regular Fit,Striped,H&M
848,Seasonal,Hoodie,Unisex,All,Casual,Wool,Blue,Medium,Seniors,Full,Regular Fit,Solid,Local
849,Traditional,Sherwani,Men,Monsoon,Festive,Denim,White,Medium,Teens,Full,Regular Fit,Striped,Adidas
850,Traditional,Sherwani,Men,Winter,Festive,Wool,White,Low,Adults,Half,Regular Fit,Printed,Levi's
851,Traditional,Sherwani,Men,All,Festive,Silk,Green,Low,Teens,Half,Regular Fit,Printed,FabIndia
852,Seasonal,Raincoat,Unisex,Winter,Travel,Wool,White,Low,Teens,Half,Regular Fit,Checked,Zara
853,Western,Shirt,Men,Monsoon,Office,Nylon,Green,Low,Kids,Sleeveless,Slim Fit,Striped,Zara
854,Western,Shirt,Men,Winter,Office,Linen,Pink,Medium,Teens,Full,Loose Fit,Printed,Local
855,Western,Jeans,Unisex,All,Casual,Nylon,White,Medium,Adults,Sleeveless,Regular Fit,Solid,Local
856,Seasonal,Raincoat,Unisex,Summer,Travel,Denim,Black,Medium,Teens,Sleeveless,Loose Fit,Checked,FabIndia
857,Western,Formal Suit,Men,Winter,Party,Cotton,Blue,Low,Teens,Sleeveless,Regular Fit,Embroidered,Adidas
858,Traditional,Kurti,Women,All,Festive,Silk,Green,High,Teens,Half,Slim Fit,Embroidered,Adidas
859,Western,T-Shirt,Men,Summer,Casual,Silk,Green,Medium,Teens,Sleeveless,Regular Fit,Embroidered,Nike
860,Traditional,Salwar Kameez,Women,All,Office,Denim,Grey,Low,Teens,Full,Regular Fit,Printed,FabIndia
861,Traditional,Saree,Women,Summer,Festive,Denim,White,High,Seniors,Full,Regular Fit,Printed,Nike
862,Seasonal,Jacket,Unisex,Winter,Travel,Nylon,Blue,High,Seniors,Full,Slim Fit,Printed,Nike
863,Seasonal,Raincoat,Unisex,Winter,Travel,Linen,Grey,High,Seniors,Full,Regular Fit,Striped,Levi's
864,Western,Formal Suit,Men,Monsoon,Party,Nylon,White,Medium,Teens,Half,Loose Fit,Checked,FabIndia
865,Western,Jeans,Unisex,All,Casual,Polyester,Pink,Low,Adults,Sleeveless,Regular Fit,Embroidered,FabIndia
866,Western,Jeans,Unisex,Winter,Casual,Linen,Black,Medium,Kids,Full,Loose Fit,Checked,FabIndia
867,Western,T-Shirt,Men,Summer,Casual,Denim,Green,High,Seniors,Sleeveless,Regular Fit,Striped,Levi's
868,Traditional,Lehenga,Women,Monsoon,Wedding,Nylon,Blue,Medium,Teens,Full,Slim Fit,Printed,Nike
869,Seasonal,Raincoat,Unisex,Winter,Travel,Silk,Green,Low,Adults,Half,Slim Fit,Embroidered,Nike
870,Western,Shirt,Men,Winter,Office,Polyester,Green,Low,Seniors,Full,Regular Fit,Striped,FabIndia
871,Traditional,Kurti,Women,Monsoon,Festive,Linen,Grey,Low,Kids,Full,Slim Fit,Checked,Levi's
872,Western,Shirt,Men,Winter,Office,Nylon,Black,Low,Adults,Half,Regular Fit,Striped,Local
873,Traditional,Sherwani,Men,Summer,Festive,Wool,Red,Low,Kids,Sleeveless,Regular Fit,Embroidered,FabIndia
874,Traditional,Kurta Pajama,Men,Monsoon,Casual,Linen,Blue,Medium,Kids,Half,Loose Fit,Checked,Adidas
875,Western,Formal Suit,Men,Summer,Party,Polyester,Grey,Medium,Teens,Sleeveless,Loose Fit,Printed,Nike
876,Traditional,Kurta Pajama,Men,All,Casual,Polyester,Red,Medium,Adults,Half,Slim Fit,Checked,H&M
877,Traditional,Saree,Women,Winter,Festive,Silk,Red,Low,Adults,Half,Slim Fit,Embroidered,FabIndia
878,Western,Jeans,Unisex,Winter,Casual,Polyester,Black,Medium,Teens,Full,Loose Fit,Embroidered,Zara
879,Western,Shirt,Men,All,Office,Linen,Green,High,Teens,Half,Loose Fit,Striped,Nike
880,Traditional,Kurta Pajama,Men,Summer,Casual,Polyester,Red,High,Seniors,Half,Loose Fit,Embroidered,Zara
881,Western,T-Shirt,Men,All,Casual,Cotton,White,Low,Kids,Sleeveless,Slim Fit,Embroidered,Adidas
882,Western,Formal Suit,Men,Winter,Party,Silk,Grey,Low,Adults,Full,Loose Fit,Checked,FabIndia
883,Traditional,Kurta Pajama,Men,Winter,Casual,Nylon,Black,High,Adults,Half,Regular Fit,Checked,Adidas
884,Traditional,Salwar Kameez,Women,Summer,Office,Silk,Grey,Medium,Adults,Full,Slim Fit,Checked,Nike
885,Western,Jeans,Unisex,Winter,Casual,Polyester,Green,High,Teens,Half,Regular Fit,Striped,FabIndia
886,Seasonal,Hoodie,Unisex,Monsoon,Casual,Nylon,Green,Medium,Seniors,Half,Slim Fit,Striped,Zara
887,Western,T-Shirt,Men,Monsoon,Casual,Cotton,Green,Medium,Adults,Sleeveless,Loose Fit,Checked,FabIndia
888,Western,T-Shirt,Men,Summer,Casual,Nylon,Red,Low,Adults,Full,Regular Fit,Embroidered,Zara
889,Western,Shirt,Men,Monsoon,Office,Linen,Grey,Medium,Seniors,Half,Regular Fit,Embroidered,Adidas
890,Western,Jeans,Unisex,Summer,Casual,Nylon,Yellow,Medium,Kids,Sleeveless,Loose Fit,Printed,Local
891,Western,Formal Suit,Men,Monsoon,Party,Wool,Red,Medium,Adults,Full,Slim Fit,Embroidered,Nike
892,Traditional,Lehenga,Women,Winter,Wedding,Denim,Blue,Low,Seniors,Full,Regular Fit,Embroidered,Levi's
893,Traditional,Lehenga,Women,All,Wedding,Silk,Yellow,High,Kids,Full,Loose Fit,Striped,Zara
894,Western,Shirt,Men,Monsoon,Office,Silk,Pink,High,Adults,Half,Slim Fit,Striped,Adidas
895,Western,Shirt,Men,Summer,Office,Silk,Pink,Medium,Seniors,Sleeveless,Regular Fit,Printed,Adidas
896,Western,Jeans,Unisex,Monsoon,Casual,Silk,Grey,Low,Seniors,Half,Loose Fit,Embroidered,Adidas
897,Traditional,Kurta Pajama,Men,Winter,Casual,Wool,Pink,Medium,Kids,Sleeveless,Loose Fit,Checked,Nike
898,Seasonal,Hoodie,Unisex,All,Casual,Polyester,Pink,Low,Seniors,Sleeveless,Regular Fit,Solid,Nike
899,Seasonal,Raincoat,Unisex,Winter,Travel,Linen,Black,Low,Seniors,Half,Regular Fit,Checked,Adidas
900,Western,Formal Suit,Men,Summer,Party,Wool,Red,High,Adults,Sleeveless,Loose Fit,Solid,Zara
901,Seasonal,Hoodie,Unisex,All,Casual,Nylon,Black,High,Kids,Full,Slim Fit,Striped,Zara
902,Seasonal,Raincoat,Unisex,Winter,Travel,Cotton,Pink,High,Kids,Half,Regular Fit,Solid,Levi's
903,Western,Formal Suit,Men,Monsoon,Party,Linen,Red,High,Teens,Sleeveless,Regular Fit,Embroidered,Nike
904,Western,Formal Suit,Men,Summer,Party,Denim,Grey,High,Teens,Half,Loose Fit,Embroidered,Nike
905,Western,Formal Suit,Men,Monsoon,Party,Cotton,Pink,Medium,Adults,Sleeveless,Slim Fit,Embroidered,FabIndia
906,Traditional,Salwar Kameez,Women,Winter,Office,Cotton,Green,Low,Kids,Half,Loose Fit,Checked,H&M
907,Traditional,Lehenga,Women,Winter,Wedding,Silk,Pink,Low,Kids,Full,Loose Fit,Embroidered,Local
908,Western,T-Shirt,Men,Monsoon,Casual,Silk,Grey,High,Teens,Sleeveless,Slim Fit,Printed,Nike
909,Western,Shirt,Men,Monsoon,Office,Polyester,Red,Low,Kids,Half,Loose Fit,Solid,Levi's
910,Traditional,Kurta Pajama,Men,Winter,Casual,Wool,Green,Medium,Kids,Half,Regular Fit,Checked,FabIndia
911,Seasonal,Hoodie,Unisex,Winter,Casual,Denim,Grey,Low,Seniors,Sleeveless,Regular Fit,Striped,FabIndia
912,Western,Jeans,Unisex,All,Casual,Wool,Red,Medium,Adults,Full,Loose Fit,Printed,Adidas
913,Traditional,Sherwani,Men,Winter,Festive,Wool,Red,High,Adults,Sleeveless,Loose Fit,Solid,Levi's
914,Western,Formal Suit,Men,Monsoon,Party,Nylon,Blue,High,Seniors,Full,Regular Fit,Solid,Local
915,Western,Shirt,Men,All,Office,Denim,Yellow,Medium,Teens,Half,Regular Fit,Embroidered,Nike
916,Western,Shirt,Men,Monsoon,Office,Nylon,Green,Low,Teens,Sleeveless,Loose Fit,Printed,Levi's
917,Traditional,Kurti,Women,All,Festive,Polyester,Black,Low,Kids,Half,Slim Fit,Embroidered,Local
918,Traditional,Saree,Women,Summer,Festive,Nylon,Green,High,Teens,Half,Slim Fit,Checked,Levi's
919,Traditional,Lehenga,Women,Monsoon,Wedding,Linen,Yellow,Low,Adults,Sleeveless,Regular Fit,Embroidered,Local
920,Traditional,Kurti,Women,Winter,Festive,Cotton,White,Medium,Seniors,Sleeveless,Slim Fit,Embroidered,Adidas
921,Western,Jeans,Unisex,All,Casual,Polyester,Yellow,Medium,Adults,Full,Slim Fit,Embroidered,Levi's
922,Traditional,Salwar Kameez,Women,Winter,Office,Cotton,Yellow,High,Teens,Half,Loose Fit,Printed,Levi's
923,Seasonal,Hoodie,Unisex,Winter,Casual,Polyester,Green,Medium,Adults,Full,Slim Fit,Printed,FabIndia
924,Traditional,Kurta Pajama,Men,Summer,Casual,Silk,Yellow,Low,Kids,Sleeveless,Regular Fit,Printed,Adidas
925,Traditional,Salwar Kameez,Women,Summer,Office,Wool,Pink,Medium,Kids,Full,Loose Fit,Printed,Adidas
926,Traditional,Sherwani,Men,All,Festive,Polyester,Red,Medium,Adults,Half,Slim Fit,Embroidered,Nike
927,Seasonal,Jacket,Unisex,Summer,Travel,Silk,White,Medium,Teens,Half,Slim Fit,Embroidered,Local
928,Western,Shirt,Men,Monsoon,Office,Denim,Green,High,Kids,Half,Loose Fit,Embroidered,Adidas
929,Traditional,Salwar Kameez,Women,Monsoon,Office,Cotton,Pink,Low,Seniors,Full,Regular Fit,Striped,Local
930,Traditional,Kurti,Women,Winter,Festive,Cotton,Green,Low,Seniors,Full,Loose Fit,Printed,Levi's
931,Traditional,Salwar Kameez,Women,Winter,Office,Linen,Pink,Medium,Teens,Half,Regular Fit,Checked,Local
932,Seasonal,Hoodie,Unisex,Summer,Casual,Cotton,Red,High,Kids,Sleeveless,Regular Fit,Embroidered,Zara
933,Traditional,Saree,Women,Summer,Festive,Wool,Yellow,High,Seniors,Sleeveless,Regular Fit,Printed,FabIndia
934,Seasonal,Jacket,Unisex,All,Travel,Denim,White,High,Kids,Half,Loose Fit,Embroidered,H&M
935,Traditional,Salwar Kameez,Women,Winter,Office,Linen,Red,Low,Adults,Sleeveless,Loose Fit,Solid,Zara
